mean_confidence_overall,mean_confidence_correct,mean_confidence_incorrect,high_confidence_error_count,high_confidence_error_rate,n_high_confidence,ece,model
0.8628742722539983,0.8831449677614719,0.6804673905063121,47,0.012513312034078808,3756,0.05335061735606294,text_only
0.8068246245384216,0.8270292282104492,0.7224594354629517,114,0.057926829268292686,1968,0.01036589997568792,metadata_only
0.9207151532173157,0.9361481070518494,0.755380392074585,128,0.024763010253433932,5169,0.01684556379892686,multimodal
