accuracy,accuracy_ci_lo,accuracy_ci_hi,f1,f1_ci_lo,f1_ci_hi,auroc,auroc_ci_lo,auroc_ci_hi,ece,ece_ci_lo,ece_ci_hi,model,subset,n
0.867504835589942,0.8549323017408124,0.8794326241134752,0.8660801564027371,0.8515723469600032,0.8785891096858218,0.9427039230529087,0.9345711779852258,0.9496728622965049,0.027894342280782393,0.02244691243645715,0.03997035790086723,text_only,overall,3102
0.5918367346938775,0.5364431486880467,0.6472303206997084,0.6482412060301508,0.5869973482015367,0.7027027027027027,0.6310192921160566,0.5639541684369646,0.6901829069701455,0.219665314427462,0.17876512129828864,0.27622351821344976,text_only,disagreement,343
0.6785944551901999,0.6634348807221148,0.695365892972276,0.6795242687238829,0.6612053629303702,0.6970869885765882,0.7488201493098814,0.7323381984185562,0.7653699664631214,0.03500128862628777,0.02689325044076915,0.05249282926564817,metadata_only,overall,3102
0.6151603498542274,0.565524781341108,0.6676384839650146,0.67,0.6166209420883746,0.7192809682682157,0.670780799027799,0.6092232868201262,0.7277099604504559,0.15883680746915044,0.12834633277082932,0.2164346926555081,metadata_only,disagreement,343
0.8881366860090264,0.8765312701482915,0.8987830431979369,0.8864157119476268,0.8738708598193375,0.8978458816182225,0.9555703543521972,0.9485303428470131,0.9619875208737176,0.02343966700388855,0.018499381823926398,0.03460735720972608,multimodal,overall,3102
0.641399416909621,0.5889212827988338,0.6909620991253644,0.6854219948849105,0.630201156496063,0.7358284600389864,0.7191629955947136,0.6588115928457521,0.7710510801412064,0.2185461916811439,0.18109258233566847,0.2767061878288974,multimodal,disagreement,343
