category,tau,calibration_objective,method,group,n,temperature,accuracy,nll,brier,ece
All_Beauty,0.5,nll,uncalibrated,all,3001,1.0,0.8763745418193936,0.29518819549408726,0.08998909779414925,0.026186276116755662
All_Beauty,0.5,nll,uncalibrated,conflict,1325,1.0,0.8611320754716981,0.33352715215324213,0.10220182792580908,0.03375045575060935
All_Beauty,0.5,nll,uncalibrated,nonconflict,1676,1.0,0.8884248210023866,0.26487845947178407,0.08033404563159004,0.026644823428127816
All_Beauty,0.5,nll,global_temperature,all,3001,1.1806943047563905,0.8763745418193936,0.29154349282316205,0.08928769854676012,0.014615310365331051
All_Beauty,0.5,nll,global_temperature,conflict,1325,1.1806943047563905,0.8611320754716981,0.3269618115848686,0.10117493418732865,0.02438189054435155
All_Beauty,0.5,nll,global_temperature,nonconflict,1676,1.1806943047563905,0.8884248210023866,0.2635427336589251,0.07988997347292166,0.01567543647418726
All_Beauty,0.5,nll,group_conditional_temperature,all,3001,,0.8763745418193936,0.2911824622113279,0.08925032738520339,0.01594990504777102
All_Beauty,0.5,nll,group_conditional_temperature,conflict,1325,1.2408567111447533,0.8611320754716981,0.32660005317807617,0.10108324009765889,0.02516271978616715
All_Beauty,0.5,nll,group_conditional_temperature,nonconflict,1676,1.1366655163550152,0.8884248210023866,0.26318227842198333,0.07989554854033258,0.013678874384816348
