accuracy,f1,auroc,ece,brier,agreement_acc,disagreement_acc,strong_disagreement_acc,agreement_ece,disagreement_ece,calibration_gap,high_conf_error_rate,n_high_conf,conf_correct,conf_incorrect,n_agreement,n_disagreement,n_strong_disagreement,n_test,modality_dominance_text_pct,n_true_conflict,category,seed,model,conflict_auc,mean_gate
0.8857047650783072,0.8863862206028487,0.9525520763935154,0.02055654432581133,0.08430958539247513,0.9127491538172245,0.6754385964912281,0.6600790513833992,0.028174575873562677,0.14242912764655566,0.11425455177299298,0.031266017426960536,1951,0.9105468,0.7325019,2659,342,253,3001,94.51170298627926,1239,All_Beauty,789,gated_fusion_lc,,
0.8720426524491836,0.8732673267326733,0.9367177437264047,0.0711280583053013,0.10359859466552734,0.8939450921399023,0.7017543859649122,0.6877470355731226,0.052606963287042854,0.22668123824728859,0.17407427496024575,0.07736863880844022,2417,0.95281976,0.84114105,2659,342,253,3001,89.99192897497983,1239,All_Beauty,789,disagree_aware_lc,,
0.8830389870043319,0.8851815505397449,0.9528481012658229,0.048256592248448194,0.08765207976102829,0.9086122602482136,0.6842105263157895,0.6561264822134387,0.032333818687761424,0.19285001109043753,0.16051619240267612,0.0528804815133276,2326,0.9457385,0.79414564,2659,342,253,3001,91.44471347861179,1239,All_Beauty,789,ugca_full,0.7285122358359228,0.9890103340148926
0.8757080973008997,0.8741140735740803,0.9474763491005994,0.056203424254036946,0.09290089458227158,0.902971041745017,0.6637426900584795,0.6324110671936759,0.03519453833194189,0.23690086083040074,0.20170632249845885,0.056563951034191644,2369,0.9503079,0.8022984,2659,342,253,3001,90.55690072639226,1239,All_Beauty,789,ugca_no_conflict,,0.9929198622703552
0.8830389870043319,0.8847290640394089,0.9517188540972685,0.0321125075530158,0.08608908206224442,0.9112448288830387,0.6637426900584795,0.6442687747035574,0.028294052579834226,0.17828742443033826,0.14999337185050404,0.04364148287189113,2131,0.92648935,0.7627116,2659,342,253,3001,94.10815173527038,1239,All_Beauty,789,ugca_no_entropy,0.7138384698112336,0.9985336661338806
0.8897034321892703,0.8885146513977771,0.9523562069731291,0.040874863107977666,0.08502692729234695,0.9142534787514103,0.6988304093567251,0.6837944664031621,0.023531203839441746,0.19314450981934167,0.16961330597989993,0.0523356401384083,2312,0.94291216,0.7996907,2659,342,253,3001,92.7360774818402,1239,All_Beauty,789,ugca_no_js,0.7286672868708063,0.9932951331138611
0.8833722092635788,0.8830213903743316,0.9516877637130801,0.04182537709651731,0.08765336871147156,0.9071079353140278,0.6988304093567251,0.6798418972332015,0.02607322726069469,0.21108174794598633,0.18500852068529164,0.048055919615552646,2289,0.94241154,0.7925354,2659,342,253,3001,91.20258272800646,1239,All_Beauty,789,ugca_no_cal,0.7199745320427808,0.989327609539032
0.8850383205598134,0.8838774823291821,0.948717299578059,0.022901993012753995,0.08778352290391922,0.9130763416477702,0.676056338028169,0.6524822695035462,0.020639377494799493,0.19608057458216027,0.17544119708736078,0.04182879377431906,2056,0.9175213,0.76797956,2646,355,282,3001,91.93290734824281,1252,All_Beauty,2026,early_fusion_lc,,
0.882705764745085,0.8817998656816656,0.9522520541860984,0.012458422235829252,0.08400063216686249,0.9123204837490552,0.6619718309859155,0.648936170212766,0.022613207064146646,0.17240540690615147,0.14979219984200481,0.03245749613601236,1941,0.91217756,0.7301783,2646,355,282,3001,93.05111821086263,1252,All_Beauty,2026,gated_fusion_lc,,
0.8687104298567144,0.8701384311140409,0.9408067954696869,0.028606719268198532,0.09667889773845673,0.890400604686319,0.7070422535211267,0.7021276595744681,0.046717820051305696,0.11465619479266691,0.06793837474136122,0.027326440177252585,1354,0.8635667,0.7067708,2646,355,282,3001,90.89456869009585,1252,All_Beauty,2026,disagree_aware_lc,,
0.886371209596801,0.8859150217464035,0.9510190983788586,0.04285610043150473,0.0864725187420845,0.9126984126984127,0.6901408450704225,0.6808510638297872,0.02631112816585164,0.20885250509624745,0.1825413769303958,0.05380972879896685,2323,0.94329256,0.79871446,2646,355,282,3001,91.45367412140575,1252,All_Beauty,2026,ugca_full,0.7211432616865213,0.9881995916366577
0.8857047650783072,0.8836893862326213,0.9520268709749056,0.02356872474479899,0.0848824754357338,0.9142101284958428,0.6732394366197183,0.6631205673758865,0.01877349622418101,0.19111942094816292,0.1723459247239819,0.034532374100719423,2085,0.9233121,0.7639735,2646,355,282,3001,91.93290734824281,1252,All_Beauty,2026,ugca_no_conflict,,0.9939963817596436
0.8813728757080973,0.8817275747508305,0.9496102598267824,0.044798821857604386,0.09044336527585983,0.9066515495086923,0.6929577464788732,0.6914893617021277,0.030093554142673895,0.20624696813838578,0.17615341399571188,0.05148342059336824,2292,0.94100547,0.79671496,2646,355,282,3001,90.41533546325878,1252,All_Beauty,2026,ugca_no_entropy,0.7178781684817902,0.9910065531730652
0.8843718760413196,0.8830468486686889,0.9511034865645125,0.04455579106001724,0.08717074990272522,0.9111866969009826,0.6845070422535211,0.6843971631205674,0.023909606140892502,0.22118640672153156,0.19727680058063907,0.05056669572798605,2294,0.94386107,0.79752827,2646,355,282,3001,89.61661341853035,1252,All_Beauty,2026,ugca_no_js,0.7211986202931877,0.9866019487380981
0.8850383205598134,0.8814025438294947,0.9518367754830113,0.03692542037609137,0.08622672408819199,0.9142101284958428,0.6676056338028169,0.6595744680851063,0.014570073910249013,0.2143746075495868,0.19980453363933778,0.04377564979480164,2193,0.9334447,0.78289104,2646,355,282,3001,90.73482428115015,1252,All_Beauty,2026,ugca_no_cal,0.7110073137236115,0.9930049180984497
