accuracy,f1,auroc,ece,brier,agreement_acc,disagreement_acc,strong_disagreement_acc,agreement_ece,disagreement_ece,calibration_gap,high_conf_error_rate,n_high_conf,conf_correct,conf_incorrect,n_agreement,n_disagreement,n_strong_disagreement,n_test,accuracy_ci_lo,accuracy_ci_hi,f1_ci_lo,f1_ci_hi,auroc_ci_lo,auroc_ci_hi,category,seed,split_id,model,features,includes_product_avg_rating,disagreement_labels_in_training,modality_dominance_text_pct,n_true_conflict
0.8840386537820727,0.8810663021189337,0.9519578059071732,0.027005150587096554,0.08479028940200806,0.9206468597216999,0.5994152046783626,0.5666666666666667,0.015491046400228683,0.25293090190106665,0.23743985550083796,0.042450554751567775,2073,0.9233582615852356,0.7538425922393799,2659,342,270,3001,0.8723758747084305,0.8950433188937021,0.8690835918905134,0.8924984539227087,0.9450158152490242,0.9586812136396806,All_Beauty,456,All_Beauty_s456_70-15-15,late_fusion_lc,sbert+metadata_lc,False,False,92.63074484944532,1262.0
0.8873708763745418,0.8848773841961853,0.949282700421941,0.01757039425175255,0.08618459105491638,0.9221511846558856,0.6169590643274854,0.5925925925925926,0.022980464515200937,0.24668004786410522,0.22369958334890427,0.03779366700715015,1958,0.9093340635299683,0.7518380284309387,2659,342,270,3001,0.8757080973008997,0.898700433188937,0.8728208048391981,0.8963894665802045,0.9421934905470256,0.9560573276557218,All_Beauty,456,All_Beauty_s456_70-15-15,gated_fusion_lc,sbert+metadata_lc,False,False,94.5324881141046,1262.0
0.8650449850049984,0.8648648648648649,0.9326435709526982,0.06684868877225421,0.10626678168773651,0.8928168484392629,0.6491228070175439,0.6333333333333333,0.045414192091369585,0.26948804403954774,0.22407385194817814,0.07741116751269035,2364,0.9463966488838196,0.8220967650413513,2659,342,270,3001,0.8527157614128624,0.8770493168943686,0.8516985934086873,0.8776120868172227,0.9239249879722692,0.9409089099652667,All_Beauty,456,All_Beauty_s456_70-15-15,disagree_aware_lc,sbert+metadata_lc,False,True,89.54041204437401,1262.0
0.8807064311896035,0.8803475935828877,0.9472538307794802,0.03676172677198751,0.09063508547294938,0.9052275291462956,0.6900584795321637,0.6679841897233202,0.0523948359188993,0.12451822450467867,0.07212338858577938,0.024238227146814405,1444,0.8647766130195736,0.6901493568338892,2659,342,253,3001,0.869701766077974,0.8917027657447517,0.8684657653918735,0.8921107935586954,0.9400412269542033,0.9545424272363661,All_Beauty,789,All_Beauty_s789_70-15-15,text_only,sbert_text,False,False,,
0.6907697434188603,0.6908727514990006,0.7668931823228959,0.020961239514391404,0.19602809846401215,0.6987589319292967,0.6286549707602339,0.616600790513834,0.019346656914535618,0.11434331453508799,0.09499665762055237,0.06490384615384616,416,0.7393397688865662,0.6495503783226013,2659,342,253,3001,0.6747667444185271,0.7077640786404532,0.6726252631893391,0.710406630995643,0.750851478065136,0.7832705448668258,All_Beauty,789,All_Beauty_s789_70-15-15,metadata_full,metadata_full(8),True,False,,
0.5838053982005998,0.5578761061946903,0.6202818121252498,0.036242338519956764,0.24014201760292053,0.5893192929672809,0.5409356725146199,0.4980237154150198,0.031039467996988764,0.11359605310778866,0.08255658511079988,0.2571428571428571,35,0.6313124299049377,0.6042465567588806,2659,342,253,3001,0.5661446184605131,0.6011412862379207,0.5364070013007275,0.5783806810956534,0.6002467734955831,0.6395649167528364,All_Beauty,789,All_Beauty_s789_70-15-15,metadata_lc,metadata_lc(6),False,False,,
0.8957014328557148,0.8961168270826418,0.9570846102598267,0.022856759865138583,0.07900438457727432,0.9187664535539677,0.716374269005848,0.6996047430830039,0.02034563941642189,0.1476146499272327,0.1272690105108108,0.03748828491096532,2134,0.9259999394416809,0.7651529908180237,2659,342,253,3001,0.8853715428190603,0.9073642119293569,0.8849246469953389,0.9078582914854562,0.9502838003901266,0.9638675881231294,All_Beauty,789,All_Beauty_s789_70-15-15,early_fusion_full,sbert+metadata_full,True,False,91.52542372881356,1239.0
0.8850383205598134,0.8854961832061069,0.9504552520541861,0.026911637368737685,0.08750789612531662,0.9104926664159458,0.6871345029239766,0.6719367588932806,0.017140587418430848,0.16520290157338333,0.14806231415495247,0.04376784015223597,2102,0.9243084788322449,0.7732608318328857,2659,342,253,3001,0.8740419860046651,0.8953682105964679,0.8737496138247455,0.8965076435202023,0.9439266858854988,0.9575448823556988,All_Beauty,789,All_Beauty_s789_70-15-15,early_fusion_lc,sbert+metadata_lc,False,False,92.65536723163842,1239.0
0.8907030989670109,0.8905937291527685,0.9529540306462359,0.017522977537828364,0.08278228342533112,0.916509966152689,0.6900584795321637,0.6837944664031621,0.02233531252922712,0.1608145870486198,0.13847927451939268,0.03618248557944415,1907,0.9046830534934998,0.7332494854927063,2659,342,253,3001,0.8800399866711096,0.9017077640786405,0.8796972029085505,0.9022861426586514,0.9461755490813173,0.9598655010808235,All_Beauty,789,All_Beauty_s789_70-15-15,late_fusion_lc,sbert+metadata_lc,False,False,95.15738498789347,1239.0
0.8857047650783072,0.8863862206028487,0.9525520763935154,0.02055654432581133,0.08430958539247513,0.9127491538172245,0.6754385964912281,0.6600790513833992,0.028174575873562677,0.14242912764655566,0.11425455177299298,0.031266017426960536,1951,0.9105467796325684,0.7325019240379333,2659,342,253,3001,0.8750416527824059,0.8970426524491836,0.875157911527705,0.8983222427380925,0.945789600689285,0.9596021839893832,All_Beauty,789,All_Beauty_s789_70-15-15,gated_fusion_lc,sbert+metadata_lc,False,False,94.51170298627926,1239.0
0.8720426524491836,0.8732673267326733,0.9367177437264047,0.0711280583053013,0.10359859466552734,0.8939450921399023,0.7017543859649122,0.6877470355731226,0.052606963287042854,0.22668123824728859,0.17407427496024575,0.07736863880844022,2417,0.9528197646141052,0.8411410450935364,2659,342,253,3001,0.8610463178940353,0.8837054315228258,0.8607754221369467,0.8853943199052096,0.9288887154993869,0.9453037749858092,All_Beauty,789,All_Beauty_s789_70-15-15,disagree_aware_lc,sbert+metadata_lc,False,True,89.99192897497983,1239.0
0.8773742085971343,0.8765928906773978,0.9439389296024873,0.030697219490097325,0.09224656917099591,0.9058956916099773,0.6647887323943662,0.6312056737588653,0.04921843188887269,0.1824647328184273,0.13324630092955458,0.027702702702702704,1480,0.8677257795909888,0.696921802268204,2646,355,282,3001,0.8657114295234921,0.8883705431522826,0.8640703208461902,0.8882996788199607,0.935395873482182,0.9517972395052248,All_Beauty,2026,All_Beauty_s2026_70-15-15,text_only,sbert_text,False,False,,
0.6841052982339221,0.6792963464140731,0.7580537419498112,0.038016720042154006,0.19958952069282532,0.6946334089191232,0.6056338028169014,0.5886524822695035,0.029326529225907547,0.12763233856416087,0.09830580933825332,0.05924170616113744,422,0.7388544678688049,0.6523900032043457,2646,355,282,3001,0.6667777407530823,0.701441186271243,0.6596250688814375,0.6993680427415367,0.7400812171138142,0.7750144256944804,All_Beauty,2026,All_Beauty_s2026_70-15-15,metadata_full,metadata_full(8),True,False,,
0.5814728423858714,0.5491744436468055,0.612008882966911,0.03852380950702743,0.2421829253435135,0.5929705215419501,0.49577464788732395,0.4645390070921986,0.04085141093732729,0.14744645775833598,0.10659504682100869,0.21875,32,0.6298972964286804,0.606014609336853,2646,355,282,3001,0.5631456181272909,0.5991502832389203,0.5260096213317231,0.5697123074538694,0.5914401723550736,0.6314800183099211,All_Beauty,2026,All_Beauty_s2026_70-15-15,metadata_lc,metadata_lc(6),False,False,,
